user_id,distinct_umid_cnt_14d,distinct_login_cnt_14d,distinct_ipisp_cnt_14d
400334064043,1,17,1
400231872984,1,26,1
400285224311,1,20,1
400191627941,1,21,1
400206645238,1,16,1
400173285960,1,13,2
410473122272,1,24,1
400277205116,1,17,1
410453211349,1,21,1
400303770597,1,18,1
400201542597,1,25,1
400249851161,1,22,2
400319811585,1,11,1
400327389993,1,13,1
400318689222,1,13,1
400306146671,1,21,1
400252917678,1,17,1
400294056343,1,14,2
400295070184,1,18,2
400372986226,1,18,1
400383441479,1,13,1
410436456088,1,20,1
400107087579,1,25,1
410432364236,1,17,1
410428569466,1,16,2
400337790040,1,20,2
400027328688,1,18,3
410399760257,1,15,1
410476686771,1,14,1
400083021649,1,16,1
10890577,1,22,1
400135584171,1,21,1
400178418433,1,13,1
400272087382,1,12,1
400090740670,1,14,2
400387314860,1,23,2
400336992752,1,26,2
400393653686,1,18,1
410435031860,1,19,2
400165440793,1,25,1
400151466868,1,14,1
410470308943,1,14,2
410417196655,1,20,3
400214895211,1,17,1
410446023725,1,19,2
400143495596,1,21,2
400130097751,1,21,1
400196268114,1,19,3
400198452727,1,1,1
400364793380,1,27,1
410459403257,1,18,1
400170945116,1,24,1
400345953714,1,19,2
400201068855,1,15,1
400121271322,1,22,1
410468448140,1,19,1
400638135191,1,15,1
400241436274,1,16,1
400219809589,1,16,2
400243194141,1,10,1
400326366971,1,13,1
400144686648,1,24,1
400070256800,1,15,1
400149024608,1,16,3
400081896857,1,17,1
400357329263,1,16,2
410476281468,1,18,1
400185627097,1,26,1
400283592099,1,17,2
400383774470,1,19,2
410460276880,1,22,1
400286805743,1,14,1
410452464175,1,19,2
400132380259,1,18,2
410479647833,1,17,2
400075554970,1,23,2
400641591335,1,21,2
400268214180,1,20,2
400374270546,1,20,1
410405106057,1,19,1
400087830702,1,28,1
400261944008,1,16,1
400210677371,1,18,1
400228902298,1,20,1
400329123860,1,21,1
400253544450,1,23,1
400252566621,1,17,1
410480043972,1,14,1
400033516618,1,16,1
400320747817,1,19,1
410479857861,1,20,1
400229643610,1,20,2
400019152117,1,17,1
400179450020,1,12,1
400223061276,1,17,1
410443329857,1,17,3
400053126204,1,15,3
9582613,1,24,1
400196625589,1,25,3
410412381576,1,10,2
400377858765,1,13,1
400166688214,1,13,1
400356420244,1,15,2
400259721896,1,6,1
400150083215,1,9,1
400120467038,1,18,2
400151544978,1,17,1
400313457906,1,15,1
400388025441,1,15,1
410416398298,1,13,2
400077321478,1,21,2
410428797277,1,19,1
400038927961,1,12,1
410450163097,1,25,1
410403987746,1,15,2
400229961333,1,16,1
400318188060,1,19,3
400264593597,1,17,1
400221375918,1,13,5
410431998564,1,21,1
400266150434,1,20,1
410407575566,1,20,2
400139982840,1,18,1
400201968013,1,14,1
400134246278,1,18,1
400038759925,1,21,1
400312020531,1,19,3
400265397277,1,17,2
400328439388,1,19,2
400302042086,1,21,2
400250484049,1,28,3
400354941521,1,21,2
400339665932,1,20,1
400391757983,1,19,3
410469498125,1,17,1
400376883991,1,19,1
400098852578,1,17,2
400633179568,1,17,1
400388997305,1,15,1
410478198488,1,22,1
400647450736,1,24,2
400073445456,1,11,1
410454594831,1,12,1
400224819143,1,27,1
400228659287,1,15,2
410426964347,1,19,3
410476965659,1,15,3
400257639905,1,22,1
400024874518,1,16,1
400156605519,1,19,2
400131021302,1,19,1
400632207491,1,21,2
400297680057,1,3,2
400132326528,1,16,1
400380180369,1,24,2
410469993991,1,23,1
410444247703,1,16,1
400049946731,1,21,2
400397355196,1,16,1
410418036933,1,21,1
400388802455,1,15,3
400172799386,1,17,1
400126662566,1,11,2
400318206352,1,2,1
400270329304,1,15,2
400226007487,1,13,2
400333779116,1,23,1
400074507079,1,15,2
410427423420,1,17,1
400389162935,1,17,2
400307709917,1,18,2
400228329815,1,18,1
400246935842,1,22,2
400304679680,1,19,1
410429361317,1,15,2
400041006621,1,16,2
400633878511,1,19,1
410418375737,1,22,2
400333833815,1,17,1
400322370599,1,19,1
400058076692,1,12,2
400213092335,1,21,3
410428929590,1,16,1
400332579050,1,16,1
410419617760,1,11,3
400296636767,1,19,1
400089408599,1,19,2
400383984302,1,16,2
400332000221,1,12,2
410479686803,1,19,3
400328211688,1,16,2
400266309403,1,17,3
400371141979,1,19,2
410417757748,1,16,2
400282863901,1,20,1
400385652618,1,20,1
410476644975,1,14,2
400364487258,1,18,1
400639584051,1,20,1
400260804561,1,20,1
410442732430,1,12,1
400191861053,1,14,3
400118412427,1,12,1
410406750740,1,12,1
400180917189,1,19,1
410453046252,1,15,1
410428917422,1,18,1
400294533490,1,19,1
22348903,1,20,1
410430549485,1,21,1
400267134839,1,18,3
400343859678,1,21,2
400170741982,1,14,2
400228323085,1,22,1
400242891243,1,21,1
400173567604,1,15,1
400189260689,1,14,1
400315254813,1,16,1
410407020339,1,17,1
400216611566,1,20,2
400353201824,1,16,2
400390578161,1,9,1
400629006711,1,15,3
400637379932,1,25,2
410478882112,1,18,1
400324155392,1,20,1
410455398031,1,17,1
400252641806,1,22,1
400232196337,1,15,2
400347462484,1,14,1
400039044713,1,31,1
410406213560,1,23,2
400344810871,1,17,1
400331571079,1,12,1
400251225406,1,22,1
400312545909,1,22,1
410453094096,1,14,1
400310259154,1,18,1
6247137,1,22,1
400220766720,1,2,1
410400060857,1,17,1
400171572882,1,16,1
400224171502,1,14,1
400387620267,1,17,1
400352184368,1,22,1
400158720128,1,15,1
400142463074,1,20,1
400328211540,1,15,3
400151310980,1,16,2
400355241876,1,16,3
400291905598,1,18,1
400138851766,1,8,2
410443743401,1,18,1
400313682038,1,13,2
400308738158,1,17,1
400351470646,1,15,1
400301592867,1,15,1
410413353872,1,12,1
410407431122,1,17,2
410447652006,1,15,1
400365651419,1,22,1
400031562383,1,17,1
400173357876,1,19,2
410469126365,1,21,2
400126332812,1,18,2
400377981136,1,23,1
410452386149,1,14,2
400637103496,1,21,1
400322889367,1,18,2
400333029370,1,13,1
400375269484,1,14,2
400100160623,1,12,1
410464995593,1,18,2
400003782304,1,19,2
410447211258,1,12,1
410470656101,1,19,1
410456163687,1,26,1
400391112485,1,21,2
410434950884,1,17,1
400211697557,1,19,1
410468217956,1,22,2
400397220349,1,20,1
400397838263,1,21,2
400173180563,1,24,2
400109223152,1,21,2
400344393237,1,14,1
400197345236,1,9,3
400305885822,1,15,3
400073829321,1,34,1
17610355,1,21,2
400369512695,1,12,2
400366071038,1,23,1
410416167111,1,17,2
400182408555,1,22,6
410442120274,1,8,2
410426802265,1,19,1
410416392178,1,13,2
400276803029,1,24,1
410464539516,1,18,1
400026482338,1,23,1
400333281176,1,20,2
400200501014,1,21,1
400340334953,1,7,1
410410968524,1,25,1
400112268361,1,16,3
4759354,1,13,3
400205916869,1,18,2
410462217284,1,16,3
400323447877,1,20,3
410467245058,1,18,2
400351524936,1,17,2
400093422903,1,14,2
400308714682,1,21,1
400217661197,1,16,1
400085574902,1,14,2
410457615806,1,19,3
400128978243,1,16,2
400176411032,1,26,1
400018168736,1,18,1
400080450241,1,3,1
400631196469,1,19,1
400233012809,1,17,3
400346538303,1,24,3
400324656470,1,10,2
400234446873,1,16,2
400360869471,1,16,1
400146813736,1,17,3
400326720129,1,18,2
400300032130,1,19,1
410456010416,1,20,1
400199577507,1,24,2
400338099838,1,16,1
410409606693,1,19,1
400253292141,1,17,1
410408529735,1,19,1
400323126294,1,15,2
400361793379,1,21,1
400086951488,1,18,1
400219746444,1,17,1
400389282142,1,21,1
400296300997,1,17,2
400231686563,1,20,1
410472456678,1,21,1
400132776814,1,16,1
400114287287,1,22,2
400147743639,1,21,1
410465175044,1,18,2
400068513347,1,17,1
410443320529,1,17,1
400375974160,1,17,2
410414373439,1,18,2
400159518460,1,19,1
400344606779,1,15,1
400256502205,1,16,1
400028102592,1,20,1
400376202803,1,11,3
410430771547,1,15,1
410412456005,1,17,1
410444520188,1,17,1
400345002292,1,16,1
400137444067,1,17,1
400387245085,1,18,1
400057833876,1,20,1
400140609035,1,7,1
400300731412,1,18,1
400331436588,1,26,2
400380024310,1,19,2
400325226647,1,17,1
400257015760,1,23,1
400642929142,1,25,2
400020848883,1,17,1
410475996720,1,16,3
400356003111,1,17,2
400338270175,1,16,1
410410056698,1,13,3
400393749078,1,15,4
400390089337,1,20,4
400135002031,1,18,1
400210632001,1,22,2
400151616641,1,18,1
400319610647,1,19,2
400221999818,1,24,2
410448225395,1,16,2
410409216176,1,22,1
400156830670,1,20,1
410444943874,1,9,1
400157337727,1,18,2
410417682355,1,18,4
400629576239,1,22,2
410448759463,1,21,1
400253607915,1,22,2
400306098026,1,18,1
400134798168,1,14,1
400385796978,1,10,2
410411649677,1,19,2
400168656784,1,13,2
400019970746,1,19,1
400210587052,1,20,3
400349040705,1,17,1
410480004160,1,15,2
400240419278,1,26,2
400330974808,1,14,2
400638183905,1,24,2
400209615042,1,20,1
410448678077,1,16,2
400220235709,1,16,1
400632840951,1,20,1
400342593294,1,22,2
400007048822,1,21,2
400310166372,1,24,2
400304622628,1,16,1
400307673110,1,19,1
400181682498,1,27,2
400051623110,1,27,2
400297260192,1,21,1
400354824004,1,19,1
400287282060,1,14,1
410430351110,1,17,1
400219665385,1,3,2
400241352151,1,20,2
410459352864,1,24,1
400240527721,1,17,2
400288377116,1,23,2
15957224,1,16,1
400258074667,1,17,1
400243995013,1,9,3
400256568413,1,15,1
410411211551,1,18,1
400298472847,1,15,1
400152459955,1,21,1
410415873909,1,18,1
400142760658,1,19,1
400032556910,1,18,2
400379034384,1,17,1
400352808197,1,14,1
410418090641,1,18,1
410405880888,1,20,2
400081203046,1,12,2
410459703774,1,17,1
400343415338,1,19,1
410422608232,1,19,1
400317114865,1,18,1
400160289506,1,14,2
400180500123,1,17,4
400318641873,1,18,3
400062216591,1,15,2
400197633351,1,14,1
400640151976,1,19,2
400293378837,1,20,3
410442852145,1,18,1
400308195021,1,18,1
410403108894,1,21,2
400279536988,1,24,2
400137750524,1,14,1
400272543328,1,18,4
400310193375,1,21,1
400131576549,1,14,1
400295982134,1,17,1
400252794615,1,18,1
400142805760,1,14,1
410442801153,1,15,1
410459694290,1,20,2
400233543902,1,18,1
400275750802,1,27,2
400202730733,1,15,2
400357179932,1,17,1
410455200956,1,17,1
400636161580,1,22,2
400271952213,1,16,2
410468586215,1,21,2
400034592590,1,15,1
410463045560,1,21,2
400085091209,1,19,1
400131222292,1,28,3
400020554662,1,17,1
400640271578,1,23,1
410460789278,1,21,2
400354488071,1,22,2
400292892113,1,17,2
410449824377,1,15,1
400128924355,1,24,1
400306155260,1,21,1
400287663686,1,26,1
400156020813,1,16,2
400235514391,1,3,2
410458266926,1,19,3
400397205478,1,20,1
400129332969,1,21,1
410410392307,1,18,2
410436273611,1,6,2
410460279995,1,24,1
410427033290,1,23,1
400264578970,1,17,1
400298067049,1,21,3
410444229154,1,15,2
400313820187,1,19,1
400322694513,1,19,2
410411757232,1,15,2
410451249694,1,21,2
400087683812,1,28,1
410418717269,1,7,1
400218564849,1,20,1
400202004498,1,1,1
400207641663,1,11,2
400227981261,1,17,3
400234047149,1,19,1
400218066419,1,17,1
400169043773,1,20,1
400216647048,1,13,2
410450956000,1,24,1
400031114304,1,10,1
400227558076,1,2,2
400257153528,1,15,1
400022144509,1,18,2
400397139032,1,20,1
400171212117,1,18,1
410457393369,1,17,1
400121874767,1,18,2
410442879582,1,16,2
400167426486,1,17,1
400334427554,1,13,1
400235907778,1,15,2
400021732046,1,16,1
410452257555,1,24,1
410464401871,1,17,2
400357911680,1,4,3
400311249347,1,23,1
400386810308,1,16,1
400302258621,1,16,1
410416893799,1,20,1
400105317702,1,20,2
400108926334,1,23,1
400381413883,1,17,4
400313985195,1,16,2
410442426994,1,14,1
400365852823,1,21,1
400029996683,1,17,1
400388847430,1,21,2
410457507636,1,17,2
400354536838,1,10,1
410475030152,1,17,1
400239543251,1,11,1
400080177609,1,13,3
410457081868,1,19,1
410463402120,1,18,2
400078761646,1,21,1
400333362467,1,16,1
400213398336,1,13,2
400215411863,1,16,1
400262793221,1,24,2
400384143605,1,16,2
400305399535,1,16,2
400259979678,1,18,1
410423844602,1,17,2
400242213468,1,19,1
400361865376,1,15,2
400323741870,1,17,3
400195650686,1,18,1
400237188005,1,7,2
410445909387,1,21,2
400172883490,1,14,1
400342734183,1,18,1
410431929093,1,18,1
410411190764,1,18,2
400235670876,1,19,2
400113207748,1,17,1
400306899628,1,22,1
410425680897,1,14,2
410457411880,1,15,1
400025148780,1,13,2
400631988387,1,19,1
400272381672,1,15,2
400236456450,1,19,1
400253916129,1,13,1
400197951038,1,20,1
400131072294,1,17,2
400201614512,1,13,1
410463219904,1,22,1
400272357703,1,9,2
400394055347,1,12,1
400130976406,1,20,2
410467518499,1,16,1
410418513096,1,17,1
12596525,1,8,1
400349025848,1,14,1
410439726633,1,26,1
400252014153,1,25,2
400217937550,1,23,3
400297335049,1,20,1
400365780204,1,21,1
5747263,1,14,2
400277982030,1,12,1
400316097264,1,19,1
400093824162,1,15,1
410479494562,1,14,1
400195020061,1,18,1
400634640303,1,22,2
400237419223,1,14,1
400205085392,1,19,1
400634748379,1,21,1
400326330659,1,22,2
410446941896,1,5,2
400287792797,1,14,1
400039905130,1,17,1
400326264799,1,17,1
400202751173,1,22,1
400267914149,1,13,1
400227657349,1,30,1
400191384505,1,20,1
400323483231,1,18,1
400250103015,1,14,2
400367058958,1,13,1
410407323848,1,16,1
410464284589,1,20,4
400261587934,1,16,1
400120224117,1,12,1
400357596768,1,7,2
400367838768,1,10,2
410399505515,1,13,1
410438673750,1,14,1
400231503431,1,26,1
400233147224,1,19,2
400296573189,1,18,7
28333229,1,15,1
400362807329,1,15,1
410408364693,1,14,2
400118571262,1,18,2
410430261566,1,17,1
400072509484,1,17,1
400300518926,1,22,3
400348224968,1,7,1
400137465103,1,18,1
400353714497,1,20,1
400388889725,1,18,1
410463582094,1,17,2
400095594384,1,15,2
400339692362,1,14,1
410434488447,1,21,1
400209717115,1,16,2
400122219728,1,15,1
400100205276,1,16,2
410467953851,1,5,2
400339404262,1,17,1
410457984849,1,19,1
410398824923,1,20,2
410431353622,1,15,1
400306434944,1,23,1
400250658040,1,17,1
400309596208,1,17,1
400141854883,1,26,1
400315245237,1,19,1
400121709530,1,18,1
14241406,1,20,2
410411427424,1,23,2
400154436661,1,20,1
400256115953,1,16,1
400169661036,1,14,1
400362195778,1,16,2
400351707060,1,12,2
400309293208,1,18,1
400287633272,1,15,2
410463441289,1,20,1
400105863284,1,14,1
400001254735,1,17,1
400263801612,1,9,2
400326612925,1,15,6
410444733005,1,22,1
400237452668,1,3,1
400233708990,1,18,1
410445315765,1,18,1
410440197137,1,18,2
410441733369,1,18,2
410445816703,1,19,2
400143693869,1,16,2
410449884558,1,14,1
410442567304,1,21,2
400341015916,1,18,1
400219782046,1,14,1
400341594067,1,14,1
400280976809,1,17,2
400141452447,1,18,1
400213164762,1,5,2
400274055431,1,18,2
400392810566,1,21,2
400205136650,1,16,1
400258962443,1,20,1
410438625014,1,22,1
400007444182,1,13,1
400016212834,1,13,1
410429427235,1,11,2
410413770005,1,13,1
400313004178,1,19,2
410438805095,1,20,1
400025566784,1,16,1
400335678724,1,16,2
400232766958,1,23,1
410414646603,1,16,3
410469432205,1,19,1
410417334427,1,20,1
410467086123,1,14,2
400361910152,1,16,1
410453505069,1,18,2
400183260829,1,18,1
400211556094,1,16,3
410422515985,1,18,1
400038930001,1,8,1
410418120686,1,11,1
400067481858,1,15,1
400386948094,1,15,1
400390380399,1,10,2
400275645210,1,18,1
400316994113,1,23,2
400344324705,1,24,1
410472624307,1,17,1
400232442606,1,19,3
400241913102,1,17,1
410473080135,1,17,3
400011322371,1,29,2
400308801205,1,13,2
400630560244,1,23,2
410432715014,1,14,1
410470653496,1,18,1
400270092060,1,17,1
400380369284,1,4,1
410415678444,1,18,1
400170705965,1,18,2
400379808990,1,21,2
410418954210,1,21,1
410406561819,1,15,1
400258788809,1,14,1
22333647,1,19,1
400299915182,1,14,1
410425188197,1,8,1
400296750723,1,17,1
410459970854,1,16,1
10485526,1,20,1
400377813700,1,21,2
400179567696,1,10,3
1350680,1,22,1
410449347724,1,10,3
410429967849,1,24,2
410424180670,1,17,2
410434494907,1,10,2
400328919417,1,17,1
410417223722,1,16,4
400110204157,1,3,1
410401023635,1,1,1
410452302083,1,3,1
410414505304,1,10,1
400160094563,1,18,2
400252761372,1,12,2
400175214587,1,19,1
400347003064,1,17,4
400369011722,1,16,3
410468688175,1,24,2
400083192160,1,23,2
400298208409,1,23,1
400118385020,1,11,1
400305552305,1,18,1
400165476317,1,20,2
410453583927,1,14,1
400334406035,1,17,2
410426442752,1,16,1
400318734611,1,20,1
410478525015,1,18,1
400273695265,1,26,4
400161705322,1,18,1
400160451667,1,13,1
400183008292,1,15,1
400249431167,1,14,1
410470965371,1,19,2
400364454389,1,15,3
400627890608,1,25,1
400236459752,1,17,1
410473305200,1,19,2
410424915389,1,19,2
400247163474,1,19,2
400231293081,1,15,2
400070667506,1,24,3
400222071131,1,18,1
410414940686,1,11,2
400151601852,1,18,1
400310817009,1,22,1
410422470856,1,19,1
400245912324,1,17,1
410444055349,1,22,2
400357515960,1,27,1
410470410504,1,21,1
410422506379,1,17,1
400195371013,1,22,1
400259760941,1,15,1
400382694994,1,14,3
410447223779,1,22,1
410411871964,1,21,1
400161207181,1,14,3
410407881129,1,16,1
400058265009,1,19,1
400100571926,1,14,1
400183158018,1,15,1
400116477732,1,19,2
410420571409,1,23,2
400340508520,1,18,2
400331379186,1,20,1
410467221656,1,5,2
400208598888,1,22,2
400199631936,1,20,1
410458068016,1,5,1
400052169123,1,21,2
400171566392,1,25,2
410401176124,1,14,2
400377558231,1,16,2
767744,1,19,1
400093332611,1,22,1
23703259,1,17,1
410411040474,1,20,1
400242894344,1,17,1
400338948996,1,16,2
400217478488,1,10,1
400365105279,1,17,1
400269054960,1,14,1
400259892790,1,16,2
410412126723,1,19,1
400332645527,1,15,2
400021712891,1,18,1
400234740787,1,21,1
410475636259,1,13,1
400387488769,1,19,2
410439495041,1,19,1
400280943152,1,11,3
410404941017,1,19,2
400273509811,1,21,2
400020834351,1,21,2
400030478291,1,23,1
410437263105,1,19,2
400233027815,1,13,1
400332201835,1,10,1
400345173126,1,23,2
400323117561,1,19,3
410470227963,1,7,1
400341141298,1,19,1
410442996927,1,26,1
400065681818,1,21,1
410436318565,1,12,1
400379892821,1,28,1
400182063178,1,18,2
400021584502,1,19,3
400243701279,1,19,1
400373193987,1,20,3
400286703672,1,20,2
400238181158,1,15,1
410459640317,1,16,1
400361385148,1,1,1
400379439981,1,27,2
400018270584,1,12,3
400369743452,1,17,1
400133769950,1,23,1
400229016242,1,22,2
410467650543,1,19,2
400240122778,1,21,2
410403480021,1,10,1
400257603423,1,18,4
400234908079,1,14,1
410448171102,1,19,1
400345137393,1,16,2
400380918590,1,21,3
400053543826,1,17,1
400639236700,1,21,2
400144446126,1,20,2
400146600482,1,14,2
400296807520,1,14,1
400265607808,1,19,1
410463990851,1,17,1
400014384196,1,16,2
400344897055,1,15,1
400094295236,1,19,2
410409111195,1,13,1
400056696747,1,18,2
400391316576,1,17,1
400235205833,1,19,2
400266783568,1,10,2
400147770996,1,19,1
400294374338,1,16,2
400167315915,1,18,1
400082181442,1,7,3
400315845641,1,16,3
410427360747,1,18,2
400286697919,1,16,2
400183149796,1,23,1
400306677524,1,16,2
400290582527,1,17,3
400214013762,1,16,2
400353933426,1,20,2
410477091596,1,14,2
400103994982,1,16,1
400239888797,1,18,1
400382712547,1,17,1
400118082157,1,16,1
400058184412,1,13,2
400359000971,1,8,1
410457393787,1,18,1
400297422279,1,21,4
410472603177,1,13,3
400277982190,1,6,1
400361817330,1,17,3
400379112267,1,3,2
400366044882,1,18,1
400344318698,1,18,1
400259127617,1,13,1
400378320910,1,18,2
400109556392,1,18,1
400337883979,1,15,1
410420127905,1,20,1
400260066230,1,20,1
400361721783,1,24,1
410408232681,1,5,3
400096209178,1,15,3
400264830422,1,18,3
400049628941,1,24,1
400272366540,1,20,3
400232472562,1,12,2
410458782749,1,22,1
400324119471,1,16,1
400310103812,1,14,1
400258326998,1,16,2
400261947478,1,22,2
410442795979,1,18,1
400157280859,1,14,2
410421150458,1,18,1
410412672048,1,14,2
410407668869,1,14,2
400171998895,1,28,1
400193439211,1,8,1
400012908886,1,13,1
400148499433,1,23,3
400146783721,1,19,1
410467335797,1,21,1
400327110436,1,18,3
400073940740,1,33,2
400235124659,1,18,1
400190463165,1,18,1
400221918181,1,14,1
400355469711,1,25,1
400260153384,1,13,2
400642224020,1,22,1
400380762392,1,17,2
400388685858,1,11,2
410441049567,1,20,2
400318014960,1,25,1
400117128502,1,17,1
410405007117,1,19,1
400393869495,1,12,1
400316286627,1,18,2
400178472461,1,22,1
400313613416,1,20,2
400076682624,1,22,2
410452632778,1,23,2
400394082315,1,18,3
400330818403,1,15,1
400372911612,1,17,1
400287357501,1,14,1
400307856838,1,15,1
400346835399,1,14,1
400244589176,1,20,2
400345308042,1,13,2
400195890737,1,19,1
400385727063,1,19,1
400113249231,1,17,3
410403777874,1,22,2
400387293536,1,18,1
400310817599,1,17,1
400348746065,1,20,1
400395852379,1,18,1
400025292675,1,18,1
400158306336,1,13,2
410477421182,1,15,1
400141881823,1,17,4
400090593557,1,2,1
400078122045,1,13,1
410465337099,1,17,1
400059630833,1,23,1
400255347308,1,13,2
400173441479,1,15,3
400137921956,1,18,1
410400909379,1,5,2
400234941249,1,7,2
410410905204,1,15,2
400195053998,1,19,1
11778636,1,15,1
400246125782,1,18,1
400243284326,1,15,1
410457099182,1,14,1
400392495546,1,21,1
410472666085,1,21,1
400135977137,1,16,2
400293222924,1,17,1
410451330911,1,20,1
400244529928,1,19,4
400254231894,1,19,1
400094925999,1,16,1
400172481039,1,15,1
400083417872,1,16,1
400132533986,1,3,1
410449707267,1,17,1
400345020734,1,20,1
410406069979,1,17,1
400232436237,1,11,2
400149111888,1,18,1
400175409307,1,21,1
400389513607,1,20,1
400367886024,1,2,1
400331796726,1,15,1
410480331463,1,18,2
400256565179,1,19,2
400035567043,1,14,3
400158024299,1,17,1
400327818637,1,18,1
410421903067,1,19,1
400210530698,1,15,1
400282428052,1,14,1
410451690388,1,18,3
410472600407,1,17,2
410398566695,1,15,2
400167777115,1,24,3
410427024325,1,16,1
400264272636,1,16,1
400256748476,1,20,3
400300089057,1,15,1
410458500457,1,11,1
400632333034,1,18,4
400283154474,1,19,2
400169025919,1,14,2
410431065120,1,17,2
400310640278,1,17,1
400316442935,1,16,2
400353156531,1,12,2
400332216001,1,17,2
400151454723,1,13,1
400141995666,1,15,1
400234536309,1,17,2
400323822738,1,9,2
400395384510,1,19,2
400324242429,1,12,1
410456748823,1,12,1
410409789958,1,28,1
400212975654,1,11,1
410414433566,1,17,1
410399025499,1,13,1
400120314258,1,18,2
400280361711,1,14,1
400020678924,1,27,3
22559152,1,14,2
400372497712,1,17,1
410459178890,1,23,1
400388085566,1,17,1
400374873854,1,20,1
410416692974,1,5,2
400083693990,1,16,4
410448933418,1,15,1
400051650868,1,19,1
400354152089,1,18,1
400137102878,1,24,2
410463744327,1,19,1
410405484524,1,20,2
410479485988,1,14,1
400322283199,1,15,1
400352115942,1,12,1
400348683274,1,26,1
410468316526,1,12,1
410419878708,1,16,2
400236870792,1,17,1
400232187605,1,15,1
400300938080,1,20,2
400033532401,1,18,2
400358097077,1,14,2
410426487394,1,19,1
410468604445,1,17,1
400045014734,1,21,1
400221231060,1,18,2
400314072199,1,14,1
21476433,1,20,2
400367517177,1,21,2
400249266842,1,17,1
400108050096,1,16,2
400047129416,1,20,1
400184115001,1,5,1
400392270757,1,18,2
400273971158,1,23,1
400397271506,1,17,2
400286016370,1,22,2
400374693484,1,15,1
400090467727,1,20,4
410435160797,1,23,2
400634292111,1,9,1
410478735898,1,22,1
400629483025,1,18,1
400234896230,1,22,2
400150293423,1,19,1
410412711319,1,5,2
410448279682,1,20,2
400347885636,1,17,2
400312266603,1,20,1
400208106107,1,18,1
400206768783,1,15,2
410458515196,1,17,1
400385073955,1,10,1
400233411066,1,11,2
400143084649,1,29,1
400259079708,1,2,2
400165788875,1,13,1
400107747968,1,17,2
400118406523,1,24,2
400370004679,1,22,1
400275012332,1,13,2
400342203970,1,17,1
400303941210,1,18,1
400261308061,1,23,2
410457279603,1,13,1
410479689282,1,14,2
400012794769,1,19,1
410439894984,1,14,1
400071708637,1,16,1
410441565674,1,20,1
400126293182,1,15,1
958464,1,13,1
410471589530,1,19,2
400239171818,1,23,1
400229790150,1,17,1
410447904025,1,24,1
400261908646,1,11,1
410422266913,1,19,1
410463936317,1,6,3
410421084943,1,15,2
410447856053,1,7,1
400194456307,1,17,1
400344000075,1,24,2
400140495422,1,16,1
400157709056,1,13,1
400398369887,1,13,2
400300854871,1,25,1
400180392769,1,20,2
400344831615,1,17,1
400086912247,1,14,1
400339881554,1,17,2
400225713383,1,17,1
400138233926,1,18,1
400261050494,1,16,2
400635231084,1,21,1
400630788734,1,19,1
400210908084,1,22,2
400391289842,1,18,2
400392870915,1,19,1
410461164615,1,17,2
400627716171,1,18,1
400317684844,1,16,2
410426436623,1,16,1
400314147134,1,22,2
400636146572,1,19,2
410434917645,1,19,1
400187787443,1,13,2
400072023160,1,13,2
400183746156,1,17,1
400367610371,1,15,3
400330428004,1,17,1
410449608690,1,3,1
400186413703,1,11,2
400206552246,1,27,3
400191639496,1,10,3
410425425755,1,18,1
400174560084,1,13,1
400277862741,1,19,4
410412987628,1,19,1
410412726211,1,7,2
410423634023,1,15,4
400374162805,1,21,1
400316370638,1,9,1
400248726534,1,17,4
400218399693,1,20,3
400293414597,1,16,1
400303863107,1,20,2
400367409152,1,18,1
400282305375,1,17,1
410408973199,1,22,2
400193223729,1,14,1
400031226149,1,21,2
410464206616,1,20,1
400322754185,1,16,2
400173312726,1,14,3
400310619686,1,18,3
400159707928,1,18,1
400363131281,1,24,1
400187388066,1,22,1
410451987285,1,19,2
410455221103,1,19,1
400637922230,1,23,1
400289121007,1,25,1
400139376254,1,13,2
410456589006,1,17,2
410441202482,1,22,1
400199205587,1,16,3
400148466008,1,18,1
410440188967,1,14,1
400168416363,1,6,2
400305957929,1,12,1
400279578155,1,18,2
400632198060,1,21,3
400268259336,1,17,1
410446821022,1,17,2
400358541894,1,19,1
400162152249,1,20,3
400313724844,1,19,1
400103427943,1,22,1
400096899504,1,19,2
14509385,1,16,2
400198182186,1,6,1
400234344004,1,15,1
400297800838,1,15,2
400048017513,1,23,2
400263363660,1,13,2
400353264299,1,15,2
400350588742,1,20,1
400111914919,1,18,1
400078557677,1,14,3
400015004726,1,18,1
400180488297,1,13,1
400169634175,1,21,1
400253463288,1,19,2
400388748530,1,20,3
400317918204,1,22,2
400352781525,1,22,1
410411193588,1,15,2
385632,1,25,1
400289253337,1,19,2
410475066944,1,14,1
400307859395,1,22,2
400139958188,1,16,1
400264038546,1,15,4
410413725680,1,17,2
400299417024,1,13,2
410466558361,1,16,1
410409480168,1,20,1
400123338728,1,13,2
400312356829,1,20,2
400310166661,1,18,1
400348104597,1,17,2
400067802556,1,14,2
400319742408,1,23,2
400347150396,1,15,1
400028430640,1,19,1
400153653577,1,23,1
400203933642,1,13,1
410446155324,1,18,1
410419992002,1,24,1
400270482378,1,12,1
400123497894,1,30,1
410426781745,1,13,1
410421996088,1,15,1
400320834232,1,17,2
400033080116,1,2,1
400306434316,1,20,1
400281882408,1,10,1
400240023992,1,18,1
400132827237,1,11,2
400356339222,1,19,1
410402847927,1,13,2
400385784364,1,17,1
400162644926,1,23,1
400140123584,1,17,1
410414304816,1,15,1
400168920879,1,21,3
400224150259,1,14,1
